,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene-Z0666,272.5229162,1.511272814,1.501273291,1.006660695,0.314097857,NA
gene-Z4389,18386.35369,1.451370863,1.442022934,1.006482511,0.314183521,0.658988399
gene-Z0341,2.483277404,-5.067017492,5.035463181,-1.006266417,0.314287431,NA
gene-Z1517,2.483277404,-5.067017492,5.035463181,-1.006266417,0.314287431,NA
gene-Z1532,2.483277404,-5.067017492,5.035463181,-1.006266417,0.314287431,NA
gene-Z2264,2.483277404,-5.067017492,5.035463181,-1.006266417,0.314287431,NA
gene-Z3670,2.483277404,-5.067017492,5.035463181,-1.006266417,0.314287431,NA
gene-Z3524,3332.440824,-1.454777915,1.445926624,-1.006121535,0.314357111,NA
gene-Z5955,510.8336525,1.481223093,1.473284802,1.005388157,0.31470998,NA
gene-Z1736,3522.612892,-1.451606602,1.445368248,-1.0043161,0.315226276,NA
gene-Z1095,2874.074796,1.45230048,1.446506901,1.00400522,0.315376097,NA
gene-Z3542,50057.82202,1.446157936,1.440977284,1.003595236,0.315573752,0.661021819
gene-Z1458,181.4638184,1.534694772,1.530009953,1.003061953,0.31583097,NA
gene-Z0354,2773.451725,-1.44938694,1.4462588,-1.002162918,0.316264914,NA
gene-Z4982,776.4939981,-1.464032352,1.46116892,-1.001959686,0.316363064,NA
gene-Z5449,518.5519472,1.474813653,1.47220305,1.001773263,0.316453113,NA
gene-Z3386,340.6788136,1.490973157,1.488563636,1.001618689,0.316527791,NA
gene-Z4869,110.9756537,-1.582058927,1.580167126,-1.001197216,0.316731472,NA
gene-Z0754,229.5353709,1.51163284,1.511192707,1.000291248,0.317169581,NA
gene-Z4166,651.6086351,1.465693192,1.465478956,1.000146188,0.317239767,NA
gene-Z4084,183.2927187,1.528448123,1.528588143,0.999908399,0.31735484,NA
gene-Z0452,148.6107295,1.548046656,1.54855312,0.999672944,0.31746881,NA
gene-Z2257,441.4696742,-1.475254282,1.476313512,-0.999282517,0.317657852,NA
gene-Z3690,1897.559515,1.447558064,1.448696337,0.999214278,0.317690901,NA
gene-Z1762,14275.70742,-1.439626822,1.441034825,-0.999022922,0.317783587,0.664764335
gene-Z2693,178.141596,-1.526314549,1.528425678,-0.998618756,0.317979411,NA
gene-Z4580,270.5094481,1.496802399,1.500186272,0.997744364,0.318403335,NA
gene-Z1100,1148.750704,1.449204448,1.453974785,0.996719106,0.318900873,NA
gene-Z5869,259.8884035,-1.495079091,1.50070694,-0.996249868,0.319128755,NA
gene-Z4057,689.3779421,-1.457331504,1.462833312,-0.996238937,0.319134065,NA
gene-Z5977,11423.05928,1.433723436,1.440728795,0.995137628,0.319669332,0.66718061
gene-Z1887,141.7817167,-1.542032456,1.549729507,-0.995033293,0.319720072,NA
gene-Z4950,1333.134051,1.444454445,1.45170407,0.995006127,0.319733284,NA
gene-Z6073,23898.49126,1.432575203,1.439928102,0.994893565,0.319788033,0.66718061
gene-Z2547,65.37059978,-1.661019111,1.66987058,-0.994699308,0.319882531,NA
gene-Z3667,391.9551362,-1.471249828,1.47998433,-0.994098247,0.320175039,NA
gene-Z1004,292.4226933,1.484694865,1.494949599,0.993140415,0.320641531,NA
gene-Z3375,18703.2568,1.42938833,1.439780333,0.99278223,0.320816092,0.668437772
gene-Z0042,162.319092,-1.523967957,1.535715447,-0.992350478,0.321026588,NA
gene-Z5435,26777.24737,1.426388651,1.439236096,0.991073428,0.321649727,0.669054423
gene-Z2032,12258.2291,-1.426052789,1.439831448,-0.990430366,0.321963809,0.669054423
gene-Z3940,193.1251549,-1.504200868,1.520175312,-0.98949171,0.322422624,NA
gene-Z3613,655.8704761,-1.447331962,1.462891048,-0.989364153,0.322485007,NA
gene-Z2003,1020.408887,1.438421251,1.454510127,0.988938629,0.322693169,NA
gene-Z5598,373.5654603,1.46507886,1.482168355,0.988469937,0.322922551,NA
gene-Z3025,20.78905881,-2.057448068,2.082798421,-0.987828705,0.323236547,NA
gene-Z4701,9653.489226,-1.421698464,1.4397146,-0.987486315,0.323404289,0.671060019
gene-Z2458,4053.262428,1.423507404,1.442081043,0.987120253,0.32358369,NA
gene-Z4186,46.88025046,-1.727585964,1.751227538,-0.986499999,0.323887816,NA
gene-Z5829,9037.669987,-1.419857034,1.439632565,-0.986263487,0.324003832,0.671060019
gene-Z4891,2116.356389,-1.425189702,1.44544403,-0.98598747,0.324139262,NA
gene-Z4133,78.30713274,-1.609386765,1.632317081,-0.985952291,0.324156525,NA
gene-Z2320,23995.72499,1.418101655,1.438466758,0.985842493,0.32421041,0.671060019
gene-Z5017,171.9501813,1.509352055,1.531731627,0.985389365,0.324432852,NA
gene-Z4937,1843.766357,1.42476179,1.446623403,0.984887834,0.32467917,NA
gene-Z0845,100.4888404,-1.56607743,1.591062017,-0.984296912,0.324969548,NA
gene-Z2826,8243.742711,-1.416517139,1.439452802,-0.984066402,0.325082865,0.671488964
gene-Z1820,249.0324543,1.477298525,1.502798432,0.983031719,0.325591828,NA
gene-Z0188,323755.0097,-1.412235682,1.437294635,-0.982565194,0.325821482,0.671488964
gene-Z0670,2035.683431,1.420084282,1.445390715,0.982491632,0.325857704,NA
gene-Z0802,21487.04433,1.412562275,1.437983648,0.982321514,0.325941479,0.671488964
gene-Z3138,21591.54333,-1.411934622,1.43789706,-0.981944161,0.326127358,0.671488964
gene-Z2220,1234.860026,1.424092652,1.450539572,0.98176753,0.326214388,NA
gene-Z1315,739.5132994,1.432595785,1.459438805,0.9816073,0.32629335,NA
gene-Z5749,4161.721246,1.414211188,1.441051237,0.981374674,0.326408011,NA
gene-Z1283,69.06195808,-1.624493438,1.655785189,-0.981101564,0.326542659,NA
gene-Z3184,21325.34606,-1.409113725,1.437622946,-0.980169194,0.327002608,0.672318639
gene-Z2396,171.1447941,1.500192097,1.5311874,0.979757342,0.327205914,NA
gene-Z5198,5147.414587,-1.408864286,1.439751965,-0.978546528,0.327804091,NA
gene-Z0357,12037.77111,-1.406462932,1.43788688,-0.978145744,0.328002246,0.672318639
gene-Z3660,9721.947143,-1.406701263,1.438200034,-0.978098477,0.328025621,0.672318639
gene-Z4815,1918.902277,1.412618271,1.445088799,0.977530427,0.328306622,NA
gene-Z0277,11977.66909,1.404788037,1.437759446,0.977067507,0.328535733,0.672318639
gene-Z4551,480.4302832,-1.435686614,1.469712862,-0.976848371,0.328644225,NA
gene-Z2879,20717.4129,-1.403761375,1.437107837,-0.976796131,0.328670092,0.672318639
gene-Z3209,189.6183645,-1.484080012,1.519487431,-0.976697788,0.328718791,NA
gene-Z1301,5595.042118,-1.404220169,1.439060984,-0.975789202,0.329168937,NA
gene-Z1763,6715.72172,-1.402107801,1.438414391,-0.974759297,0.329679671,0.673506845
gene-Z5102,217.1357628,-1.470248547,1.508817748,-0.974437468,0.329839373,NA
gene-Z1457,459.6076666,1.433812394,1.471690562,0.974262138,0.329926399,NA
gene-Z1869,52.2830567,1.682923476,1.72740461,0.97424973,0.329932558,NA
gene-Z2170,891.9831763,-1.415379801,1.453871564,-0.973524647,0.330292617,NA
gene-Z0230,3830.656743,1.401864891,1.440127671,0.973430981,0.330339147,NA
gene-Z5138,454.7417852,1.432639821,1.471914628,0.973317197,0.330395678,NA
gene-Z2041,389.438301,-1.435793951,1.476667774,-0.972320231,0.330891262,NA
gene-Z4845,1163.063107,-1.409240201,1.449475646,-0.972241379,0.330930479,NA
gene-Z0764,1214.809239,-1.407190625,1.448740362,-0.971320095,0.331388905,NA
gene-Z1275,138218.6163,-1.394363703,1.43557,-0.971296212,0.331400795,0.674717342
gene-Z2878,8743.16671,-1.395800685,1.43728119,-0.971139603,0.331478765,0.674717342
gene-Z2312,226.7836311,-1.46176591,1.505238093,-0.971119397,0.331488826,NA
gene-Z5746,6953.998898,-1.396001555,1.437731499,-0.970975148,0.331560654,0.674717342
gene-Z3701,3275.644243,-1.396727182,1.44016264,-0.969839894,0.332126304,NA
gene-Z4328,10009.85631,1.393149474,1.436845402,0.969588984,0.332251406,0.674718576
gene-Z5784,105939.1309,-1.39081472,1.435249363,-0.969040472,0.332524997,0.674718576
gene-Z3639,178.1080382,-1.475229546,1.523323202,-0.968428462,0.332830431,NA
gene-Z0664,2.818855432,4.625429782,4.779151243,0.967834987,0.333126787,NA
gene-Z2127,2.818855432,4.625429782,4.779151243,0.967834987,0.333126787,NA
gene-Z3414,9236.248285,1.390427981,1.436700438,0.96779255,0.333147985,0.674718576
gene-Z0976,97.31762801,1.545421181,1.597208055,0.967576626,0.333255855,NA
gene-Z5495,7186.940386,-1.390448327,1.437111461,-0.967529913,0.333279195,0.674718576
gene-Z4973,876.9157228,1.405927184,1.453634491,0.967180672,0.333453722,NA
gene-Z1713,106.2440035,1.530774493,1.583943972,0.966432223,0.333827947,NA
gene-Z1295,4005.291549,1.389792506,1.438756435,0.965967882,0.334060253,NA
gene-Z4221,534.8945971,1.414858252,1.465298091,0.96557708,0.334255849,NA
gene-Z3432,1883.414901,-1.392662206,1.443049621,-0.965082687,0.334503398,NA
gene-Z3092,261.0293688,1.444060639,1.496796573,0.964767468,0.334661294,NA
gene-Z4085,211.5316097,1.456416431,1.510910661,0.963932857,0.335079589,NA
gene-Z5651,17439.70485,-1.383324148,1.435207969,-0.963849266,0.335121503,0.677575136
gene-Z2533,1015.089976,1.396974873,1.450440725,0.963138203,0.335478172,NA
gene-Z1972,5703.568052,1.383971001,1.4370656,0.963053462,0.335520695,NA
gene-Z5612,2556.685098,1.387163001,1.440612868,0.962897827,0.3355988,NA
gene-Z5730,396.6028919,-1.419493935,1.47439097,-0.962766298,0.335664817,NA
gene-Z4655,61565.32951,1.379335288,1.434220269,0.961731833,0.336184328,0.678850358
gene-Z0407,112.5360916,1.514394455,1.575061392,0.961482811,0.336309464,NA
gene-Z3442,3114.247991,-1.381502487,1.438885194,-0.960120024,0.336994811,NA
gene-Z1320,817.7197588,1.394251216,1.453700467,0.959104883,0.337505911,NA
gene-Z0997,3735.419699,-1.379054987,1.437863458,-0.9591001,0.33750832,NA
gene-Z4128,7337.866604,-1.375229509,1.435563778,-0.957971725,0.338077017,0.681795883
gene-Z4275,335.2927863,1.418997897,1.482002709,0.95748671,0.338321651,NA
gene-Z1817,114.3649918,1.504779409,1.572134158,0.957157124,0.338487955,NA
gene-Z3163,118.8281796,1.499824551,1.567104284,0.957067482,0.338533196,NA
gene-Z6023,239.3342493,1.436607958,1.501056962,0.957064252,0.338534826,NA
gene-Z4717,5842.749039,1.374115584,1.436029267,0.9568855,0.338625051,NA
gene-Z2930,1400.132205,-1.382264916,1.444690172,-0.956789866,0.338673328,NA
gene-Z1672,825.0353598,1.390162059,1.453135451,0.956663783,0.338736984,NA
gene-Z0900,302930.648,-1.369718387,1.433072152,-0.955791643,0.339177511,0.683138295
gene-Z4038,2227.264927,-1.376395264,1.440248291,-0.955665264,0.339241377,NA
gene-Z1395,4822.239478,-1.372147592,1.43630045,-0.955334654,0.339408488,NA
gene-Z0370,643.8735616,1.393043908,1.458468642,0.955141487,0.339506151,NA
gene-Z4306,2983.137655,-1.373443107,1.438296896,-0.954909317,0.339623558,NA
gene-Z2706,7075.310355,1.370150333,1.435191437,0.954681235,0.339738922,0.68339289
gene-Z3984,743.0033109,-1.388366896,1.454448415,-0.954565925,0.339797256,NA
gene-Z0441,1566.176213,1.37498081,1.443105904,0.952792727,0.3406951,NA
gene-Z1069,1862.122475,-1.373066327,1.441204954,-0.952721071,0.340731415,NA
gene-Z5533,8.657913112,-2.624476104,2.755131129,-0.952577566,0.340804148,NA
gene-Z0083,6032.031825,-1.366488815,1.435135371,-0.952167191,0.341012197,NA
gene-Z5054,9725.487491,-1.363855407,1.433954727,-0.951114691,0.341546158,0.686149635
gene-Z1481,2313.844058,-1.367384746,1.439117826,-0.950154825,0.342033589,NA
gene-Z5002,388.6664716,1.40044256,1.47419105,0.949973587,0.342125674,NA
gene-Z2224,206.883854,1.43439023,1.510235255,0.949779331,0.34222439,NA
gene-Z2583,538.2503774,-1.385436866,1.461540917,-0.947928895,0.343165654,NA
gene-Z4600,410.5293801,-1.393951847,1.470659303,-0.94784145,0.343210175,NA
gene-Z3389,516.6894891,-1.3864411,1.462753416,-0.947829678,0.343216169,NA
gene-Z5481,7940.732531,1.358306514,1.43379742,0.947348974,0.343460983,0.688804231
gene-Z0263,623.8731111,-1.380129789,1.457350558,-0.947012908,0.343632202,NA
gene-Z5718,1950.966758,-1.36337791,1.43989854,-0.94685693,0.343711688,NA
gene-Z4734,144.3992253,1.460219248,1.542404147,0.946716366,0.343783329,NA
gene-Z1749,1643.778632,-1.364240454,1.441379726,-0.946482339,0.343902626,NA
gene-Z2905,15684.88345,1.354672605,1.432508144,0.945664854,0.344319554,0.688804231
gene-Z5953,34801.43815,-1.35159168,1.431667542,-0.944068116,0.345134841,0.688804231
gene-Z3022,276.2310534,-1.405297295,1.488590494,-0.944045593,0.34514635,NA
gene-Z6004,191672.5047,1.350876652,1.431257754,0.943838835,0.345252012,0.688804231
gene-Z2624,13371.55954,1.350546797,1.43227069,0.942941028,0.345711068,0.688804231
gene-Z0030,127936.9082,-1.348867643,1.431094481,-0.942542691,0.345914865,0.688804231
gene-Z3684,10776.68566,-1.350094621,1.43246107,-0.942500044,0.345936689,0.688804231
gene-Z0756,338.6485666,-1.392223926,1.477861554,-0.94205301,0.3461655,NA
gene-Z2001,1176.519786,1.361160196,1.444904111,0.942041888,0.346171195,NA
gene-Z1781,1739.351254,1.356116913,1.440307857,0.941546563,0.346424839,NA
gene-Z0033,4585.069707,-1.349456735,1.434235104,-0.94088949,0.346761494,NA
gene-Z2969,9509.24101,1.34709169,1.432389948,0.940450393,0.346986584,0.690020156
gene-Z2551,1170.445824,1.358348566,1.444695327,0.940231854,0.347098646,NA
gene-Z5990,5105.349881,-1.347845892,1.433752643,-0.940082586,0.3471752,NA
gene-Z0926,25797.82933,1.344562786,1.43114603,0.939500762,0.347473701,0.690023147
gene-Z2669,5507.154232,-1.346512936,1.433413489,-0.939375097,0.347538194,NA
gene-Z4123,5530.762146,-1.346278034,1.433379269,-0.939233645,0.347610799,NA
gene-Z3963,1289.961938,1.354969158,1.44318584,0.938873651,0.347795619,NA
gene-Z1406,5268.122003,-1.345130905,1.433399729,-0.938419952,0.348028636,NA
gene-Z5119,1189.103962,-1.354843145,1.443850617,-0.938354099,0.348062466,NA
gene-Z3419,130.2042747,1.456884925,1.552616924,0.938341521,0.348068928,NA
gene-Z4106,6679.160494,1.343594168,1.432718551,0.937793517,0.348350534,0.690023147
gene-Z2537,5798.788317,1.343723427,1.433072367,0.937652178,0.348423187,NA
gene-Z2253,23.49046193,1.899053168,2.025476366,0.937583474,0.348458507,NA
gene-Z5790,136.5970361,-1.447617068,1.544021127,-0.937562992,0.348469038,NA
gene-Z3187,6055.505508,-1.342888854,1.43282002,-0.937234848,0.348637768,NA
gene-Z3183,14432.52303,-1.340727012,1.431204176,-0.93678249,0.348870454,0.690023147
gene-Z5425,8380.339747,1.340717866,1.431982509,0.936266929,0.349135771,0.690023147
gene-Z5048,6211.515733,-1.341296293,1.432604491,-0.936264196,0.349137178,NA
gene-Z2949,9282.440601,1.340390225,1.43177648,0.93617282,0.349184215,0.690023147
gene-Z0765,423.4323552,-1.37225406,1.467485563,-0.935105662,0.349733849,NA
gene-Z4345,202.2360983,1.411515871,1.509566749,0.935047008,0.349764074,NA
gene-Z4037,654.8301842,-1.359563069,1.454254938,-0.934886335,0.34984688,NA
gene-Z1838,103.4251481,1.478307297,1.582173208,0.934352377,0.350122155,NA
gene-Z0376,4405.183105,1.338249966,1.433359503,0.933645721,0.350486673,NA
gene-Z0168,1000.173532,-1.349459637,1.445637671,-0.933470166,0.350577267,NA
gene-Z2609,6105.221393,-1.335347428,1.4320686,-0.932460517,0.351098582,NA
gene-Z5234,111530.5991,-1.332981979,1.429566922,-0.932437621,0.35111041,0.692957857
gene-Z3421,599.5269252,1.358089657,1.456742354,0.932278555,0.351192588,NA
gene-Z1879,67.60219366,-1.538078949,1.651207459,-0.931487404,0.351601497,NA
gene-Z4066,906.9331774,1.348098929,1.447392791,0.931398123,0.351647661,NA
gene-Z2088,832.6697599,1.349500381,1.448989943,0.93133868,0.3516784,NA
gene-Z5462,540.4484135,-1.356094894,1.458580756,-0.929735901,0.352507841,NA
gene-Z3508,172.520664,-1.412341964,1.519685905,-0.92936439,0.352700276,NA
gene-Z5871,9383.516702,-1.327913343,1.430510094,-0.928279604,0.353262551,0.695508837
gene-Z0447,170.5910903,1.413464568,1.522808329,0.928195979,0.35330592,NA
gene-Z3053,1350.198194,-1.336676024,1.440630067,-0.927841265,0.353489915,NA
gene-Z4794,39245.16239,1.325765012,1.429123743,0.92767685,0.35357522,0.695508837
gene-Z4114,5336.965835,-1.328140522,1.431717543,-0.927655409,0.353586346,NA
gene-Z4279,41422.39264,-1.324519191,1.428971848,-0.926903628,0.353976573,0.695508837
gene-Z0208,4260.48186,-1.327182948,1.432319305,-0.926597124,0.354135749,NA
gene-Z0120,1945.261932,1.331517847,1.437009715,0.926589315,0.354139805,NA
gene-Z3549,73593.43598,1.323773436,1.428752713,0.92652383,0.354173819,0.695508837
gene-Z0044,1444.411725,-1.331451166,1.43942207,-0.924990101,0.354971057,NA
gene-Z3229,11710.86778,-1.321197636,1.429551564,-0.924204253,0.355379982,0.697006181
gene-Z5084,2768.518728,1.325293314,1.434119737,0.924116223,0.355425808,NA
gene-Z3759,14523.78348,-1.316990892,1.428903957,-0.921679086,0.356695993,0.698714969
gene-Z3255,150.1040517,1.413251681,1.534079706,0.921237453,0.356926468,NA
gene-Z1786,116.4623545,-1.437124535,1.560154404,-0.921142504,0.356976032,NA
gene-Z1280,60646.98668,1.313527336,1.427810396,0.919959218,0.357594071,0.699126533
gene-Z2069,5.855836582,3.075898752,3.344483373,0.919693241,0.357733086,NA
gene-Z1733,419188.5852,-1.311722215,1.427420697,-0.918945772,0.358123937,0.699126533
gene-Z3171,1239.876918,-1.323548208,1.440328195,-0.918921266,0.358136756,NA
gene-Z0834,2250.151349,-1.316247756,1.434339794,-0.917668018,0.358792696,NA
gene-Z3946,27.55095607,1.781485009,1.942633137,0.917046546,0.35911825,NA
gene-Z5360,7968.971422,-1.310542874,1.429117359,-0.917029568,0.359127146,0.699126533
gene-Z1278,38834.58268,-1.307927216,1.427400971,-0.916299794,0.359509676,0.699126533
gene-Z3787,26060.20102,1.307870442,1.427597407,0.916133944,0.359596646,0.699126533
gene-Z5233,60084.9606,-1.30736791,1.427213451,-0.916028299,0.359652052,0.699126533
gene-Z4248,956452.0276,1.306040898,1.426860887,0.915324619,0.360021238,0.699126533
gene-Z1547,61.02486432,-1.528915939,1.670519774,-0.915233667,0.360068974,NA
gene-Z2417,4142.72753,-1.307740896,1.430550806,-0.914152011,0.360636976,NA
gene-Z1417,13178.48472,1.304975881,1.427884932,0.9139223,0.360757675,0.699691738
gene-Z3652,110.3380555,1.434390381,1.569533872,0.913895779,0.360771612,NA
gene-Z1332,6233.56321,1.302829076,1.428951384,0.911737859,0.361906729,NA
gene-Z4998,49.46420127,1.577129232,1.730097793,0.911583865,0.361987819,NA
gene-Z4525,434518.511,-1.299789219,1.426278157,-0.911315379,0.362129226,0.701485836
gene-Z4866,1194.859125,-1.311853061,1.43965352,-0.911228322,0.362175084,NA
gene-Z0252,567.2778768,-1.324384381,1.454279102,-0.910681023,0.362463466,NA
gene-Z4004,2013.753407,-1.30469649,1.434000211,-0.909830054,0.362912142,NA
gene-Z1701,14437.22112,1.298076418,1.427127081,0.90957311,0.363047685,0.702383623
gene-Z5070,3252.153781,1.301342763,1.431019062,0.90938185,0.363148599,NA
gene-Z0344,73.20634672,1.487389159,1.636707243,0.908769216,0.363471959,NA
gene-Z0186,20385.69402,-1.296454081,1.42664867,-0.908740959,0.363486878,0.702383623
gene-Z2903,2781.92507,-1.300309388,1.431574103,-0.908307425,0.363715821,NA
gene-Z4947,1650.574087,-1.30318043,1.435454374,-0.907852213,0.363956308,NA
gene-Z2869,113314.3306,1.294123467,1.425841042,0.907621137,0.364078423,0.702662411
gene-Z4324,244.8880656,1.35257038,1.491481446,0.906863698,0.36447888,NA
gene-Z0825,37065.19719,1.29245952,1.425956159,0.906380965,0.364734244,0.703064414
gene-Z4616,107108.57,-1.290654604,1.425512697,-0.905396778,0.365255222,0.703205825
gene-Z3086,1765.912255,1.298905478,1.434667127,0.905370628,0.365269071,NA
gene-Z5770,1042.288575,-1.304260825,1.440717161,-0.905285826,0.365313983,NA
gene-Z4107,1877.592622,-1.298014729,1.433892203,-0.905238711,0.365338938,NA
gene-Z3366,635.9539201,1.312814822,1.450974314,0.904781573,0.365581116,NA
gene-Z1045,509.5248982,1.317561506,1.457193797,0.904177268,0.365901412,NA
gene-Z3583,775.0006759,-1.306794781,1.445769264,-0.903875061,0.366061655,NA
gene-Z6012,2384.214771,-1.294133976,1.431866675,-0.903808992,0.366096693,NA
gene-Z4805,404.6064279,1.324177702,1.465311657,0.903683319,0.366163347,NA
gene-Z2973,7923.131463,-1.288873553,1.427063641,-0.903164734,0.366438472,0.70402042
gene-Z5724,2988.859261,1.291998187,1.430537436,0.903155803,0.366443211,NA
gene-Z5391,37985.01656,-1.287021998,1.425418399,-0.902908226,0.366574605,0.70402042
gene-Z0345,74.36409092,-1.46921582,1.627326502,-0.902840222,0.366610701,NA
gene-Z3859,5437.941264,-1.287697291,1.427800194,-0.901874994,0.367123276,NA
